Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Student_Type_school,Student_Type_working_student
-1.021832480903816,0.019844514322259636,0.07585412365485222,0.19773050204129305,-1.865792088343259,-1.2897457000267945,-1.6244061737738127,0,1
-1.9689161468285106,0.922012136799407,-0.7491260218146096,1.2451760632806368,1.5604146203041354,-1.2897457000267945,1.6407903595873807,0,0
1.5440840100703632,-0.8040305227804521,-1.8396547523646163,-0.2503609930815331,-1.0092404111814104,0.5450069912126615,0.45344616563785584,1,0
-1.2305702214871783,0.6150500459118864,-1.2355269534285795,1.2160209181823733,-0.15268873401956184,1.4623833368323895,-0.4370619798242878,0,0
0.23723920995660305,1.6923033685824003,0.2873271047676239,0.048491300356424,-1.0092404111814104,-0.8310575272169304,-1.6244061737738127,0,0
0.05552936406981848,0.7510856020161097,-0.6330180946173369,1.7083782886877021,-1.865792088343259,-0.3723693544070664,-1.3275701252864314,0,0
0.15441696255228501,0.01726299195194356,-0.5106342010370323,0.5327706077054963,1.1321387817232111,1.0036951640225256,1.6407903595873807,0,0
1.2028962763344817,-1.8491993576261105,-0.2962594759557888,-1.011419641532999,0.27558710456136243,0.08631881840279756,-0.14022593133690658,1,0
0.6111834522516906,-0.1828463155941408,1.4173784355469818,-0.5132064688150093,0.27558710456136243,1.0036951640225256,-1.6244061737738127,0,0
-0.980735097025119,-0.526390613127135,0.6569086655235683,-0.7207414455119323,-0.15268873401956184,-0.3723693544070664,1.3439543110999994,0,0
0.9607722026863079,-0.5717289881270526,0.3591620595581698,-2.089067620420567,-1.865792088343259,1.0036951640225256,0.15661011715047465,0,0
0.7243900888071093,0.08256902672556916,-1.413921153946994,0.048491300356424,-0.15268873401956184,1.4623833368323895,1.3439543110999994,0,0
-0.1908672546414508,0.7356177844214875,1.1193124527935265,-0.9518786952888408,1.5604146203041354,-1.2897457000267945,0.45344616563785584,0,0
-0.0023590671067842883,0.4483449929619817,-0.2807215760406734,1.5213942493744026,0.7038629431422867,1.4623833368323895,0.45344616563785584,0,0
-1.019239978477296,-0.18065953650978822,0.6838157858759599,-0.05634958992421345,0.27558710456136243,0.5450069912126615,0.7502822141252371,0,0
-0.08362036760622613,-0.38101773448160114,-0.6622719018842945,-0.42701698337895094,-0.15268873401956184,0.5450069912126615,-1.6244061737738127,1,0
-0.1974848560415073,-0.1145017217134909,0.10372928643800378,1.0109320468291494,0.27558710456136243,0.08631881840279756,1.3439543110999994,0,1
0.849371400455814,-1.0135892330567184,1.0920004443655285,-0.6389327444442783,-1.865792088343259,1.0036951640225256,-1.6244061737738127,0,0
-0.9773456954616194,1.1307565167201827,0.9088810173628845,-0.14443465751365656,0.7038629431422867,-0.8310575272169304,-0.7338980283116691,0,0
-0.2283263990616616,-0.5560998048072624,0.06562767532730464,0.2816441595867077,0.7038629431422867,0.5450069912126615,0.7502822141252371,0,0
-0.024028917256683907,-0.08416997609766134,-0.773991868546896,-1.122354767537043,-0.5809645726004862,-1.7484338728366584,-1.3275701252864314,0,0
0.19489680642793028,-1.3746315951371673,0.1772463950598354,1.4839497025693367,0.27558710456136243,-0.3723693544070664,-1.6244061737738127,1,0
-1.0543204640082584,0.8985363785069046,-0.8711387794110043,1.6921697164110197,-1.0092404111814104,0.5450069912126615,-0.7338980283116691,0,0
