Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Student_Type_college,Student_Type_school,Student_Type_working_student
-0.9879201648829238,0.008395037685126266,0.07096132186090369,0.18759654586080615,-1.8284129509078175,-1.2523198351605334,-1.5908334271630753,-1.048941360595373,-0.5559090821326235,2.0588416567678354
-1.9073167855937574,0.8642073729374176,-0.7303472065844059,1.1223297879246008,1.51510857950628,-1.2523198351605334,1.5922080941988612,0.953342138622893,-0.5559090821326235,-0.48571000917569074
1.5029843198064357,-0.7731475513993098,-1.789584785941041,-0.2122772341968335,-0.9925325683042932,0.5355939235660676,0.43473845006724793,-1.048941360595373,1.7988553023161968,-0.48571000917569074
-1.1905556660662135,0.5730176457833269,-1.2027915640473643,1.096311936201314,-0.15665218570076878,1.4295508029293682,-0.43336378303146206,0.953342138622893,-0.5559090821326235,-0.48571000917569074
0.23434382240643978,1.594919406347003,0.27636639037317434,,-0.9925325683042932,-0.8053413954788832,-1.5908334271630753,0.953342138622893,-0.5559090821326235,-0.48571000917569074
,0.7020634062898214,-0.6175708291234216,1.535688280153655,-1.8284129509078175,-0.3583629557972329,-1.301466016130172,0.953342138622893,-0.5559090821326235,-0.48571000917569074
0.15394280069854216,0.005946159413281396,-0.4986985650952549,0.48658404056014765,1.0971683882045178,0.9825723632477179,1.5922080941988612,0.953342138622893,-0.5559090821326235,-0.48571000917569074
1.1717708687556396,-1.7646133932194499,-0.29047501397819614,-0.8914407575268779,0.2612880056009934,0.08861548388441738,-0.14399637199855872,-1.048941360595373,1.7988553023161968,-0.48571000917569074
0.5973561781994216,-0.18388110719434003,1.3739925258714747,-0.44683873580217737,0.2612880056009934,0.9825723632477179,-1.5908334271630753,0.953342138622893,-0.5559090821326235,-0.48571000917569074
-0.9480242219819993,-0.5097733695735158,0.6353433405655218,-0.6320415270384294,-0.15665218570076878,-0.3583629557972329,1.3028406831659578,0.953342138622893,-0.5559090821326235,-0.48571000917569074
0.9367250506150361,-0.5527821626386943,0.34614014460260684,-1.8531264301619432,-1.8284129509078175,0.9825723632477179,0.14537103903434462,0.953342138622893,-0.5559090821326235,-0.48571000917569074
0.7072533317834929,0.06789663151315949,-1.3760669999298145,,-0.15665218570076878,1.4295508029293682,1.3028406831659578,0.953342138622893,-0.5559090821326235,-0.48571000917569074
-0.1812473772069734,0.6873903579924742,1.0844791171774257,-0.8383068250554884,1.51510857950628,-1.2523198351605334,0.43473845006724793,0.953342138622893,-0.5559090821326235,-0.48571000917569074
0.001749961709731325,0.41487825227275055,-0.2753829517213203,1.3688250046296235,0.6792281969027556,1.4295508029293682,0.43473845006724793,0.953342138622893,-0.5559090821326235,-0.48571000917569074
